UID,SCIENTIFIC_NAME,COMMON_NAME,NUMBER_CAUGHT,BIOMASS,COMMENTS
BOF2017001.002.A,Cancer irroratus,rock crab,1,288,NA
BOF2017001.003.A,Cancer borealis,Jonah crab,1,494,NA
BOF2017001.004.A,Alosa pseudoharengus,alewife,3,142,NA
BOF2017001.005.A,Pseudopleuronectes americanus,winter flounder,56,1503,NA
BOF2017001.006.A,Homarus americanus,American lobster,28,9111,NA
BOF2017001.007.A,Merluccius bilinearis,silver hake,18,1067,NA
BOF2017001.008.B,Pseudopleuronectes americanus,winter flounder,314,20402,NA
BOF2017001.009.B,Scomber scombrus,mackerel,7,1015,NA
BOF2017001.001.B,Alosa pseudoharengus,alewife,200,8015,NA
BOF2017001.002.B,Osmerus mordax,smelt,3,112,NA
BOF2017001.003.B,Peprilus triacanthus,butterfish,1,18,NA
BOF2017001.004.B,Merluccius bilinearis,silver hake,178,8726,NA
BOF2017001.005.B,Urophycis tenuis,white hake,50,2336,NA
BOF2017001.006.B,Homarus americanus,American lobster,69,48939,NA
BOF2017001.007.B,Cancer irroratus,rock crab,5,620,NA
BOF2017001.008.B,Lophius americanus,monkfish,1,328,NA
BOF2017001.009.B,Myoxocephalus octodecemspinosus,longhorn sculpin,9,752,NA
BOF2017001.01.B,Scophthalmus aquosus,windowpane flounder,25,1555,NA
BOF2017001.011.B,Urophycis chuss,red hake,7,714,NA
BOF2017001.012.B,Crangon septemspinosa,sand shrimp,12,36,NA
BOF2017001.001.B,Asterias rubens,northern sea star,6,507,NA
BOF2017001.002.B,Cyclocardia borealis,northern cardita,2,10,NA
BOF2017001.003.D,Alosa pseudoharengus,alewife,813,26035,NA
BOF2017001.004.D,Pseudopleuronectes americanus,winter flounder,52,9177,NA
BOF2017001.005.D,Scomber scombrus,mackerel,8,1240,NA
BOF2017001.006.D,Merluccius bilinearis,silver hake,83,5290,NA
BOF2017001.007.D,Leucoraja erinacea,little skate,1,656,NA
BOF2017001.008.D,Lophius americanus,monkfish,1,1280,NA
BOF2017001.009.D,Homarus americanus,American lobster,87,44893,NA
BOF2017001.01.D,Alosa sapidissima,shad,8,874,NA
BOF2017001.011.D,Scophthalmus aquosus,windowpane flounder,1,286,NA
BOF2017001.012.D,Hippoglossoides platessoides,American plaice,4,236,NA
BOF2017001.013.D,Doryteuthis pealeii,longfin inshore squid,5,446,NA
BOF2017001.014.D,Clupea harengus,herring,8,450,NA
BOF2017001.015.D,Peprilus triacanthus,butterfish,12,154,NA
BOF2017001.016.D,Urophycis tenuis,white hake,5,610,NA
BOF2017001.017.D,Urophycis chuss,red hake,2,502,NA
BOF2017001.018.D,Glyptocephalus cynoglossus,witch flounder,1,8,NA
BOF2017001.019.D,Crangon septemspinosa,sand shrimp,3,6,NA
BOF2017001.001.D,Dichelopandalus leptocerus,bristled longbeak,1,2,NA
BOF2017001.002.D,Asterias rubens,northern sea star,3,324,NA
BOF2017001.003.C,Hemitripterus americanus,sea raven,1,200,NA
BOF2017001.004.C,Homarus americanus,American lobster,191,100076,NA
BOF2017001.005.C,Cancer borealis,Jonah crab,4,1104,NA
BOF2017001.006.C,Cancer irroratus,rock crab,7,1378,NA
BOF2017001.007.C,Myoxocephalus octodecemspinosus,longhorn sculpin,8,756,NA
BOF2017001.008.C,Enchelyopus cimbrius,fourbeard rockling,1,32,NA
BOF2017001.009.C,Hyas araneus,toad crab,1,20,NA
BOF2017001.01.C,Suberites ficus,fig sponge,1,94,NA
BOF2017001.011.C,Osmerus mordax,smelt,79,3393,NA
BOF2017001.012.C,Scomber scombrus,mackerel,7,1130,NA
BOF2017001.013.C,Scophthalmus aquosus,windowpane flounder,6,476,NA
BOF2017001.014.C,Clupea harengus,herring,1,102,NA
BOF2017001.015.C,Peprilus triacanthus,butterfish,3,56,NA
BOF2017001.016.C,Melanogrammus aeglefinus,haddock,2,42,NA
BOF2017001.017.C,Hippoglossoides platessoides,American plaice,1,38,NA
BOF2017001.018.C,Doryteuthis pealeii,longfin inshore squid,1,52,NA
BOF2017001.019.C,Urophycis chuss,red hake,13,986,NA
BOF2017001.02.C,Placopecten magellanicus,deep sea scallop,115,1061,NA
BOF2017001.001.C,Urophycis tenuis,white hake,51,2334,NA
BOF2017001.002.C,Merluccius bilinearis,silver hake,426,30722,NA
BOF2017001.003.C,Pseudopleuronectes americanus,winter flounder,242,12140,NA
BOF2017001.004.C,Astarte castanea,chestnut astarte,12,99,NA
BOF2017001.005.C,Clinocardium ciliatum,Iceland cockle,4,6,NA
BOF2017001.006.C,Arctica islandica,black clam,129,794,NA
BOF2017001.007.C,Crangon septemspinosa,sand shrimp,11,29,NA
BOF2017001.008.C,Dichelopandalus leptocerus,bristled longbeak,108,380,NA
BOF2017001.009.C,Pandalus montagui,Montague shrimp,93,367,NA
BOF2017001.01.D,Squalus acanthias,spiny dogfish,1,2537,NA
BOF2017001.011.D,Scomber scombrus,mackerel,153,22848,NA
BOF2017001.012.D,Alosa pseudoharengus,alewife,16,725,NA
BOF2017001.013.D,Merluccius bilinearis,silver hake,138,9752,NA
BOF2017001.014.D,Homarus americanus,American lobster,158,61149,NA
BOF2017001.015.D,Myoxocephalus octodecemspinosus,longhorn sculpin,1,124,NA
BOF2017001.016.D,Hemitripterus americanus,sea raven,1,614,NA
BOF2017001.017.D,Cancer borealis,Jonah crab,4,630,NA
BOF2017001.018.D,Hippoglossus hippoglossus,Atlantic halibut,1,140,NA
BOF2017001.019.D,Osmerus mordax,smelt,2,146,NA
BOF2017001.02.D,Gadus morhua,Atlantic cod,1,60,NA
BOF2017001.021.D,Peprilus triacanthus,butterfish,1,18,NA
BOF2017001.022.D,Triglops murrayi,moustache sculpin,1,14,NA
BOF2017001.001.D,Placopecten magellanicus,deep sea scallop,3,6,NA
BOF2017001.002.D,Pollachius virens,pollock,3,859,NA
BOF2017001.003.D,Melanogrammus aeglefinus,haddock,427,17954,NA
BOF2017001.004.D,Halichondria panicea,bread-crumb sponge,1,4,NA
BOF2017001.005.D,Clupea harengus,herring,101,3646,NA
BOF2017001.006.D,Alosa pseudoharengus,alewife,1,28,NA
BOF2017001.007.D,Pseudopleuronectes americanus,winter flounder,135,7302,NA
BOF2017001.008.D,Hippoglossoides platessoides,American plaice,25,1628,NA
BOF2017001.009.D,Merluccius bilinearis,silver hake,252,22463,NA
BOF2017001.01.D,Alosa pseudoharengus,alewife,366,14273,NA
BOF2017001.011.D,Pseudopleuronectes americanus,winter flounder,37,6903,NA
BOF2017001.012.D,Acipenser oxyrinchus,Atlantic sturgeon,1,35e3,NA
BOF2017001.013.D,Squalus acanthias,spiny dogfish,2,253,NA
BOF2017001.014.D,Homarus americanus,American lobster,240,170902,NA
BOF2017001.015.D,Scophthalmus aquosus,windowpane flounder,4,553,NA
BOF2017001.016.D,Alosa sapidissima,shad,14,1752,NA
BOF2017001.017.D,Clupea harengus,herring,3,103,NA
BOF2017001.018.D,Glyptocephalus cynoglossus,witch flounder,1,20,NA
BOF2017001.019.D,Gadus morhua,Atlantic cod,1,39,NA
BOF2017001.02.D,Melanogrammus aeglefinus,haddock,1,40,NA
BOF2017001.021.D,Doryteuthis pealeii,longfin inshore squid,1,262,NA
BOF2017001.022.D,Pandalus borealis,northern shrimp,3,28,NA
BOF2017001.023.D,Dichelopandalus leptocerus,bristled longbeak,8,48,NA
BOF2017001.024.D,Pandalus montagui,Montague shrimp,40,155,NA
BOF2017001.025.D,Peprilus triacanthus,butterfish,139,7234,NA
BOF2017001.026.D,Urophycis chuss,red hake,3,267,NA
BOF2017001.001.D,Urophycis tenuis,white hake,38,3478,NA
BOF2017001.002.D,Scomber scombrus,mackerel,11,1746,NA
BOF2017001.003.B,Pseudopleuronectes americanus,winter flounder,238,12609,NA
BOF2017001.004.B,Scomber scombrus,mackerel,8,1220,NA
BOF2017001.005.B,Urophycis tenuis,white hake,54,4293,NA
BOF2017001.006.B,Alosa pseudoharengus,alewife,41,1915,NA
BOF2017001.007.B,Myoxocephalus octodecemspinosus,longhorn sculpin,12,1116,NA
BOF2017001.008.B,Homarus americanus,American lobster,228,159815,NA
BOF2017001.009.B,Hemitripterus americanus,sea raven,1,260,NA
BOF2017001.01.B,Leucoraja erinacea,little skate,2,36,NA
BOF2017001.011.B,Cancer irroratus,rock crab,1,210,NA
BOF2017001.012.B,Melanogrammus aeglefinus,haddock,9,380,NA
BOF2017001.013.B,Hippoglossoides platessoides,American plaice,2,80,NA
BOF2017001.014.B,Cucumaria frondosa,orange-footed sea cucumber,3,576,NA
BOF2017001.015.B,Merluccius bilinearis,silver hake,38,5018,NA
BOF2017001.016.B,Pandalus montagui,Montague shrimp,5,22,NA
BOF2017001.017.B,Dichelopandalus leptocerus,bristled longbeak,130,609,NA
BOF2017001.018.D,Homarus americanus,American lobster,231,135352,NA
BOF2017001.019.D,Urophycis tenuis,white hake,8,500,NA
BOF2017001.02.D,Pseudopleuronectes americanus,winter flounder,39,2943,NA
BOF2017001.021.D,Peprilus triacanthus,butterfish,3,96,NA
BOF2017001.022.D,Clupea harengus,herring,3,77,NA
BOF2017001.001.D,Melanogrammus aeglefinus,haddock,1,29,NA
BOF2017001.002.D,Osmerus mordax,smelt,1,27,NA
BOF2017001.003.D,Hippoglossoides platessoides,American plaice,1,158,NA
BOF2017001.004.D,Gadus morhua,Atlantic cod,2,66,NA
BOF2017001.005.D,Scophthalmus aquosus,windowpane flounder,5,266,NA
BOF2017001.006.D,Alosa pseudoharengus,alewife,29,793,NA
BOF2017001.007.D,Merluccius bilinearis,silver hake,18,2021,NA
BOF2017001.001.C,Cyclopterus lumpus,lumpfish,1,366,NA
BOF2017001.002.C,Homarus americanus,American lobster,92,74072,NA
BOF2017001.003.C,Myoxocephalus octodecemspinosus,longhorn sculpin,7,934,NA
BOF2017001.004.C,Scophthalmus aquosus,windowpane flounder,11,858,NA
BOF2017001.005.C,Cancer irroratus,rock crab,3,604,NA
BOF2017001.006.C,Cancer borealis,Jonah crab,2,394,NA
BOF2017001.007.C,Asterias rubens,northern sea star,4,956,NA
BOF2017001.008.C,Strongylocentrotus droebachiensis,green sea urchin,2,96,NA
BOF2017001.009.C,Suberites ficus,fig sponge,1,85,NA
BOF2017001.001.C,Hippoglossoides platessoides,American plaice,5,72,NA
BOF2017001.002.C,Peprilus triacanthus,butterfish,6,90,NA
BOF2017001.003.C,Pseudopleuronectes americanus,winter flounder,683,51908,NA
BOF2017001.004.C,Gadus morhua,Atlantic cod,1,22,NA
BOF2017001.005.C,Melanogrammus aeglefinus,haddock,1,27,NA
BOF2017001.006.C,Urophycis tenuis,white hake,90,7446,NA
BOF2017001.007.C,Merluccius bilinearis,silver hake,281,26700,NA
BOF2017001.008.C,Scomber scombrus,mackerel,11,1898,NA
BOF2017001.009.C,Alosa pseudoharengus,alewife,785,31411,NA
